userID,itemID,rating,category,occupation
223,35,3,SeaFood,scientist
223,35,1,SeaFood,scientist
223,1,2,EggFood,scientist
583,27,4,Bakery,scientist
583,9,4,Drinks,scientist
583,10,2,Drinks,scientist
583,43,4,Veg,scientist
583,23,4,Veg,scientist
232,27,3,Bakery,professor
232,24,1,Veg,professor
665,27,3,Bakery,engineer
665,19,1,Non Veg,engineer
665,3,1,Non Veg,engineer
665,48,2,Bakery,engineer
665,2,3,Non Veg,engineer
665,28,4,Drinks,engineer
665,33,2,SeaFood,engineer
665,41,2,Veg,engineer
604,27,4,Bakery,doctor
604,17,3,Bakery,doctor
604,38,2,Non Veg,doctor
604,44,1,Non Veg,doctor
604,44,4,Non Veg,doctor
604,33,3,SeaFood,doctor
604,40,3,Veg,doctor
604,40,2,Veg,doctor
604,29,3,Non Veg,doctor
1539,27,2,Bakery,sportsperson
1539,43,4,Veg,sportsperson
1539,1,1,EggFood,sportsperson
35,27,2,Bakery,engineer
35,33,4,SeaFood,engineer
35,33,2,SeaFood,engineer
35,41,3,Veg,engineer
35,8,3,Drinks,engineer
35,35,4,SeaFood,engineer
187,27,1,Bakery,musician
187,30,1,SeaFood,musician
187,30,4,SeaFood,musician
187,46,4,Veg,musician
12,27,1,Bakery,professor
12,14,4,Drinks,professor
12,37,4,Veg,professor
12,12,2,Drinks,professor
12,12,4,Drinks,professor
12,15,1,Drinks,professor
12,29,1,Non Veg,professor
1455,27,2,Bakery,engineer
1455,48,4,Bakery,engineer
1455,23,3,Veg,engineer
1455,45,4,Non Veg,engineer
1617,27,3,Bakery,musician
1617,19,3,Non Veg,musician
1617,9,4,Drinks,musician
1617,38,4,Non Veg,musician
1617,30,2,SeaFood,musician
1617,23,4,Veg,musician
1617,18,3,Bakery,musician
1617,29,2,Non Veg,musician
1217,27,2,Bakery,musician
1217,19,2,Non Veg,musician
1217,49,4,Non Veg,musician
1217,5,3,Non Veg,musician
667,27,3,Bakery,musician
667,14,2,Drinks,musician
667,21,2,Veg,musician
667,2,1,Non Veg,musician
667,30,4,SeaFood,musician
667,4,1,Non Veg,musician
667,32,3,SeaFood,musician
333,27,3,Bakery,scientist
333,34,3,SeaFood,scientist
333,32,2,SeaFood,scientist
145,27,3,Bakery,engineer
145,19,4,Non Veg,engineer
145,9,3,Drinks,engineer
145,30,1,SeaFood,engineer
145,30,1,SeaFood,engineer
145,37,1,Veg,engineer
145,5,1,Non Veg,engineer
145,31,4,Non Veg,engineer
145,1,4,EggFood,engineer
1099,27,4,Bakery,sportsperson
1099,24,2,Veg,sportsperson
1099,24,3,Veg,sportsperson
1099,18,1,Bakery,sportsperson
428,27,2,Bakery,dancer
428,2,3,Non Veg,dancer
428,23,3,Veg,dancer
428,49,4,Non Veg,dancer
428,49,2,Non Veg,dancer
428,1,1,EggFood,dancer
135,27,3,Bakery,engineer
135,2,4,Non Veg,engineer
135,10,3,Drinks,engineer
135,33,1,SeaFood,engineer
135,36,1,SeaFood,engineer
135,18,4,Bakery,engineer
135,29,4,Non Veg,engineer
905,27,1,Bakery,engineer
905,42,4,Non Veg,engineer
905,4,3,Non Veg,engineer
905,13,4,Drinks,engineer
905,36,4,SeaFood,engineer
1500,27,3,Bakery,student
1500,19,3,Non Veg,student
1500,19,4,Non Veg,student
1500,48,1,Bakery,student
696,27,3,Bakery,architecturer
696,19,3,Non Veg,architecturer
696,34,1,SeaFood,architecturer
696,38,1,Non Veg,architecturer
696,38,3,Non Veg,architecturer
696,46,2,Veg,architecturer
696,13,3,Drinks,architecturer
1820,27,1,Bakery,student
1820,48,4,Bakery,student
1820,10,3,Drinks,student
1820,10,3,Drinks,student
1820,28,1,Drinks,student
1820,24,3,Veg,student
1554,27,4,Bakery,doctor
1554,47,4,Veg,doctor
1554,3,4,Non Veg,doctor
1554,24,2,Veg,doctor
1554,32,2,SeaFood,doctor
419,27,2,Bakery,sportsperson
419,9,3,Drinks,sportsperson
419,9,4,Drinks,sportsperson
419,10,1,Drinks,sportsperson
419,23,1,Veg,sportsperson
419,12,4,Drinks,sportsperson
419,32,3,SeaFood,sportsperson
419,36,2,SeaFood,sportsperson
419,35,4,SeaFood,sportsperson
91,27,1,Bakery,educator
91,23,2,Veg,educator
91,37,3,Veg,educator
91,4,2,Non Veg,educator
91,32,1,SeaFood,educator
91,33,4,SeaFood,educator
91,33,4,SeaFood,educator
486,19,1,Non Veg,architecturer
486,3,1,Non Veg,architecturer
486,42,3,Non Veg,architecturer
486,42,1,Non Veg,architecturer
486,13,2,Drinks,architecturer
823,19,2,Non Veg,scientist
823,17,1,Bakery,scientist
823,47,3,Veg,scientist
823,15,4,Drinks,scientist
823,15,4,Drinks,scientist
823,15,1,Drinks,scientist
823,18,3,Bakery,scientist
1861,19,4,Non Veg,educator
1861,9,4,Drinks,educator
1861,28,2,Drinks,educator
1861,7,3,Drinks,educator
1861,4,4,Non Veg,educator
1861,4,3,Non Veg,educator
1861,13,2,Drinks,educator
1387,19,3,Non Veg,musician
1387,7,1,Drinks,musician
1387,36,2,SeaFood,musician
1252,19,3,Non Veg,professor
1252,21,1,Veg,professor
1252,28,4,Drinks,professor
1252,23,1,Veg,professor
1252,33,4,SeaFood,professor
1252,33,3,SeaFood,professor
1252,35,3,SeaFood,professor
480,19,2,Non Veg,student
480,19,1,Non Veg,student
480,19,2,Non Veg,student
480,34,3,SeaFood,student
480,12,3,Drinks,student
480,33,2,SeaFood,student
480,13,4,Drinks,student
480,29,2,Non Veg,student
480,11,1,Drinks,student
485,19,4,Non Veg,engineer
485,9,2,Drinks,engineer
485,28,1,Drinks,engineer
485,46,2,Veg,engineer
1615,19,3,Non Veg,engineer
1615,2,3,Non Veg,engineer
1615,24,1,Veg,engineer
1615,13,4,Drinks,engineer
1892,19,4,Non Veg,professor
1892,3,3,Non Veg,professor
1892,48,3,Bakery,professor
1892,7,1,Drinks,professor
267,19,3,Non Veg,musician
267,47,2,Veg,musician
267,14,1,Drinks,musician
267,2,4,Non Veg,musician
267,23,4,Veg,musician
267,18,1,Bakery,musician
506,19,4,Non Veg,architecturer
506,19,3,Non Veg,architecturer
506,23,4,Veg,architecturer
506,12,3,Drinks,architecturer
506,36,3,SeaFood,architecturer
506,8,2,Drinks,architecturer
506,35,1,SeaFood,architecturer
506,11,3,Drinks,architecturer
506,11,4,Drinks,architecturer
1736,19,3,Non Veg,architecturer
1736,17,2,Bakery,architecturer
1736,30,1,SeaFood,architecturer
1736,43,4,Veg,architecturer
1736,46,2,Veg,architecturer
1736,1,2,EggFood,architecturer
791,19,3,Non Veg,educator
791,9,3,Drinks,educator
791,7,2,Drinks,educator
791,32,4,SeaFood,educator
374,19,2,Non Veg,doctor
374,19,3,Non Veg,doctor
374,17,1,Bakery,doctor
374,2,4,Non Veg,doctor
374,29,3,Non Veg,doctor
374,26,3,Drinks,doctor
49,19,1,Non Veg,sportsperson
49,47,1,Veg,sportsperson
49,28,2,Drinks,sportsperson
977,19,4,Non Veg,musician
977,14,1,Drinks,musician
977,30,3,SeaFood,musician
977,10,2,Drinks,musician
977,23,3,Veg,musician
977,46,2,Veg,musician
977,44,3,Non Veg,musician
977,45,1,Non Veg,musician
977,40,3,Veg,musician
977,1,4,EggFood,musician
977,11,4,Drinks,musician
888,19,1,Non Veg,dancer
888,34,3,SeaFood,dancer
888,48,4,Bakery,dancer
888,15,2,Drinks,dancer
888,18,3,Bakery,dancer
1060,19,3,Non Veg,student
1060,48,1,Bakery,student
1060,2,2,Non Veg,student
1060,7,2,Drinks,student
1060,46,2,Veg,student
1060,18,1,Bakery,student
1382,19,1,Non Veg,professor
1382,17,2,Bakery,professor
1382,17,3,Bakery,professor
1382,9,1,Drinks,professor
1382,28,1,Drinks,professor
1382,41,2,Veg,professor
523,19,2,Non Veg,scientist
523,30,1,SeaFood,scientist
523,49,2,Non Veg,scientist
523,18,1,Bakery,scientist
523,35,1,SeaFood,scientist
225,19,4,Non Veg,engineer
225,42,1,Non Veg,engineer
225,49,3,Non Veg,engineer
225,46,4,Veg,engineer
225,5,3,Non Veg,engineer
225,45,4,Non Veg,engineer
225,18,3,Bakery,engineer
417,19,4,Non Veg,musician
417,47,4,Veg,musician
417,48,1,Bakery,musician
417,2,4,Non Veg,musician
417,10,3,Drinks,musician
417,12,1,Drinks,musician
417,46,3,Veg,musician
417,15,1,Drinks,musician
417,33,2,SeaFood,musician
417,26,1,Drinks,musician
1450,19,1,Non Veg,student
1450,10,3,Drinks,student
1450,7,4,Drinks,student
907,19,4,Non Veg,musician
907,30,1,SeaFood,musician
907,49,4,Non Veg,musician
907,5,1,Non Veg,musician
444,19,3,Non Veg,doctor
444,3,4,Non Veg,doctor
444,14,2,Drinks,doctor
444,4,4,Non Veg,doctor
444,4,4,Non Veg,doctor
444,4,2,Non Veg,doctor
444,46,2,Veg,doctor
444,36,2,SeaFood,doctor
444,29,2,Non Veg,doctor
1044,19,4,Non Veg,doctor
1044,47,1,Veg,doctor
1044,34,3,SeaFood,doctor
1044,33,3,SeaFood,doctor
1044,36,1,SeaFood,doctor
668,19,1,Non Veg,dancer
668,17,3,Bakery,dancer
668,42,2,Non Veg,dancer
668,46,3,Veg,dancer
668,40,1,Veg,dancer
668,29,4,Non Veg,dancer
499,19,1,Non Veg,sportsperson
499,19,1,Non Veg,sportsperson
499,31,1,Non Veg,sportsperson
712,19,1,Non Veg,professor
712,17,3,Bakery,professor
712,38,1,Non Veg,professor
1691,19,4,Non Veg,educator
1691,21,4,Veg,educator
1691,48,4,Bakery,educator
1691,32,4,SeaFood,educator
1070,19,1,Non Veg,student
1070,43,1,Veg,student
1070,23,3,Veg,student
1070,33,2,SeaFood,student
407,19,1,Non Veg,musician
407,44,1,Non Veg,musician
407,26,2,Drinks,musician
1048,19,1,Non Veg,dancer
1048,21,3,Veg,dancer
1048,10,4,Drinks,dancer
1048,28,2,Drinks,dancer
1048,33,3,SeaFood,dancer
1997,19,2,Non Veg,musician
1997,9,3,Drinks,musician
1997,34,2,SeaFood,musician
1997,7,3,Drinks,musician
1997,45,2,Non Veg,musician
1997,40,4,Veg,musician
363,19,1,Non Veg,scientist
363,47,1,Veg,scientist
363,47,4,Veg,scientist
363,43,3,Veg,scientist
363,32,1,SeaFood,scientist
363,8,3,Drinks,scientist
1633,19,3,Non Veg,scientist
1633,47,1,Veg,scientist
1633,42,3,Non Veg,scientist
1633,14,2,Drinks,scientist
1633,38,4,Non Veg,scientist
1633,45,3,Non Veg,scientist
1633,26,2,Drinks,scientist
1479,19,3,Non Veg,sportsperson
1479,38,1,Non Veg,sportsperson
1479,40,4,Veg,sportsperson
1479,29,4,Non Veg,sportsperson
249,19,4,Non Veg,sportsperson
249,23,3,Veg,sportsperson
249,23,3,Veg,sportsperson
249,20,1,Veg,sportsperson
707,19,4,Non Veg,musician
707,17,3,Bakery,musician
707,21,3,Veg,musician
707,45,2,Non Veg,musician
1515,19,1,Non Veg,engineer
1515,9,2,Drinks,engineer
1515,2,2,Non Veg,engineer
1515,37,4,Veg,engineer
1515,45,2,Non Veg,engineer
1515,45,1,Non Veg,engineer
1724,19,1,Non Veg,doctor
1724,47,4,Veg,doctor
1724,21,1,Veg,doctor
1724,12,4,Drinks,doctor
1724,4,3,Non Veg,doctor
1724,20,4,Veg,doctor
1724,15,2,Drinks,doctor
1724,1,3,EggFood,doctor
1404,19,1,Non Veg,doctor
1404,9,4,Drinks,doctor
1404,20,3,Veg,doctor
1404,26,2,Drinks,doctor
649,19,1,Non Veg,sportsperson
649,17,1,Bakery,sportsperson
649,20,2,Veg,sportsperson
649,46,4,Veg,sportsperson
649,41,4,Veg,sportsperson
649,13,1,Drinks,sportsperson
1971,19,2,Non Veg,educator
1971,42,3,Non Veg,educator
1971,11,1,Drinks,educator
801,19,3,Non Veg,educator
801,14,2,Drinks,educator
801,37,2,Veg,educator
1480,19,1,Non Veg,student
1480,30,3,SeaFood,student
1480,23,2,Veg,student
1480,44,1,Non Veg,student
1480,18,4,Bakery,student
686,19,1,Non Veg,architecturer
686,9,4,Drinks,architecturer
686,30,2,SeaFood,architecturer
686,37,3,Veg,architecturer
686,12,4,Drinks,architecturer
686,35,3,SeaFood,architecturer
1779,19,2,Non Veg,sportsperson
1779,12,4,Drinks,sportsperson
1779,4,2,Non Veg,sportsperson
1779,1,2,EggFood,sportsperson
1999,19,2,Non Veg,sportsperson
1999,34,2,SeaFood,sportsperson
1999,14,1,Drinks,sportsperson
1999,23,4,Veg,sportsperson
1999,37,3,Veg,sportsperson
1999,12,2,Drinks,sportsperson
1999,13,1,Drinks,sportsperson
1999,1,3,EggFood,sportsperson
1015,19,4,Non Veg,engineer
1015,44,3,Non Veg,engineer
1261,19,2,Non Veg,educator
1261,47,4,Veg,educator
1261,42,1,Non Veg,educator
1261,34,2,SeaFood,educator
1261,15,1,Drinks,educator
1261,29,3,Non Veg,educator
1300,19,2,Non Veg,student
1300,47,2,Veg,student
1300,38,4,Non Veg,student
1300,23,1,Veg,student
1300,37,4,Veg,student
1300,4,3,Non Veg,student
1300,11,3,Drinks,student
204,19,2,Non Veg,doctor
204,14,2,Drinks,doctor
204,2,4,Non Veg,doctor
204,2,3,Non Veg,doctor
204,24,2,Veg,doctor
204,31,3,Non Veg,doctor
540,19,4,Non Veg,student
540,36,3,SeaFood,student
540,8,2,Drinks,student
1151,19,3,Non Veg,educator
1151,14,3,Drinks,educator
1151,21,4,Veg,educator
1151,43,3,Veg,educator
1151,20,3,Veg,educator
1151,45,1,Non Veg,educator
1151,35,2,SeaFood,educator
1151,29,2,Non Veg,educator
1970,19,3,Non Veg,student
1970,47,4,Veg,student
1970,47,1,Veg,student
1970,23,2,Veg,student
1970,46,3,Veg,student
1970,44,4,Non Veg,student
1970,31,3,Non Veg,student
1970,35,4,SeaFood,student
1143,19,2,Non Veg,scientist
1143,7,1,Drinks,scientist
1143,40,2,Veg,scientist
1143,36,2,SeaFood,scientist
1143,29,1,Non Veg,scientist
1270,19,4,Non Veg,student
1270,21,3,Veg,student
1270,2,1,Non Veg,student
1270,43,1,Veg,student
1270,20,4,Veg,student
1270,44,1,Non Veg,student
1270,41,2,Veg,student
627,19,1,Non Veg,musician
627,4,2,Non Veg,musician
627,36,2,SeaFood,musician
627,31,2,Non Veg,musician
1936,19,1,Non Veg,architecturer
1936,47,2,Veg,architecturer
1936,10,4,Drinks,architecturer
1936,7,4,Drinks,architecturer
1936,24,3,Veg,architecturer
1936,24,2,Veg,architecturer
1936,31,3,Non Veg,architecturer
1936,35,1,SeaFood,architecturer
1936,26,3,Drinks,architecturer
779,19,2,Non Veg,sportsperson
779,3,4,Non Veg,sportsperson
779,14,2,Drinks,sportsperson
779,2,1,Non Veg,sportsperson
779,23,3,Veg,sportsperson
779,12,3,Drinks,sportsperson
779,32,3,SeaFood,sportsperson
779,45,3,Non Veg,sportsperson
1118,19,1,Non Veg,dancer
1118,3,3,Non Veg,dancer
1118,42,4,Non Veg,dancer
1118,23,3,Veg,dancer
1118,37,1,Veg,dancer
1118,20,1,Veg,dancer
1118,36,3,SeaFood,dancer
514,19,4,Non Veg,doctor
514,34,1,SeaFood,doctor
514,26,4,Drinks,doctor
278,19,4,Non Veg,dancer
278,34,4,SeaFood,dancer
278,28,2,Drinks,dancer
278,18,1,Bakery,dancer
278,11,4,Drinks,dancer
596,19,3,Non Veg,architecturer
596,17,3,Bakery,architecturer
596,34,3,SeaFood,architecturer
596,20,4,Veg,architecturer
596,45,1,Non Veg,architecturer
596,45,4,Non Veg,architecturer
906,19,2,Non Veg,architecturer
906,14,1,Drinks,architecturer
906,2,3,Non Veg,architecturer
906,28,3,Drinks,architecturer
906,32,1,SeaFood,architecturer
906,36,3,SeaFood,architecturer
906,26,1,Drinks,architecturer
1986,19,4,Non Veg,architecturer
1986,47,1,Veg,architecturer
1986,3,4,Non Veg,architecturer
1986,23,3,Veg,architecturer
1986,37,3,Veg,architecturer
1986,24,4,Veg,architecturer
1986,5,3,Non Veg,architecturer
1986,36,1,SeaFood,architecturer
1986,29,1,Non Veg,architecturer
1547,19,3,Non Veg,musician
1547,34,3,SeaFood,musician
1547,2,2,Non Veg,musician
1547,36,3,SeaFood,musician
735,19,1,Non Veg,engineer
735,42,1,Non Veg,engineer
735,2,4,Non Veg,engineer
735,7,3,Drinks,engineer
735,13,2,Drinks,engineer
735,29,1,Non Veg,engineer
735,26,4,Drinks,engineer
1681,19,3,Non Veg,educator
1681,47,4,Veg,educator
579,19,4,Non Veg,sportsperson
579,14,2,Drinks,sportsperson
579,23,2,Veg,sportsperson
579,20,3,Veg,sportsperson
579,20,1,Veg,sportsperson
579,49,4,Non Veg,sportsperson
579,1,3,EggFood,sportsperson
689,19,4,Non Veg,sportsperson
1332,19,4,Non Veg,professor
1332,48,1,Bakery,professor
1332,2,4,Non Veg,professor
1332,13,4,Drinks,professor
1332,36,3,SeaFood,professor
1293,19,4,Non Veg,scientist
1293,5,2,Non Veg,scientist
1293,31,2,Non Veg,scientist
254,19,1,Non Veg,doctor
254,3,2,Non Veg,doctor
254,14,2,Drinks,doctor
254,49,2,Non Veg,doctor
254,49,1,Non Veg,doctor
254,31,3,Non Veg,doctor
254,35,4,SeaFood,doctor
1757,19,3,Non Veg,musician
1757,9,3,Drinks,musician
1757,46,4,Veg,musician
1757,13,1,Drinks,musician
1757,36,1,SeaFood,musician
1883,19,1,Non Veg,scientist
1883,14,4,Drinks,scientist
1883,8,4,Drinks,scientist
243,19,3,Non Veg,scientist
680,19,4,Non Veg,student
680,21,3,Veg,student
680,4,2,Non Veg,student
680,26,4,Drinks,student
1499,19,4,Non Veg,sportsperson
1499,34,3,SeaFood,sportsperson
1499,7,1,Drinks,sportsperson
1499,32,2,SeaFood,sportsperson
1499,13,4,Drinks,sportsperson
1499,36,2,SeaFood,sportsperson
1499,1,1,EggFood,sportsperson
1121,19,1,Non Veg,educator
1121,30,3,SeaFood,educator
1121,10,1,Drinks,educator
1121,43,1,Veg,educator
1583,19,2,Non Veg,scientist
1583,47,2,Veg,scientist
1583,15,3,Drinks,scientist
1583,41,1,Veg,scientist
1583,13,2,Drinks,scientist
1583,8,4,Drinks,scientist
1583,29,3,Non Veg,scientist
1762,19,3,Non Veg,professor
1762,9,1,Drinks,professor
1762,3,4,Non Veg,professor
1762,28,4,Drinks,professor
1762,5,1,Non Veg,professor
1762,8,3,Drinks,professor
1762,31,1,Non Veg,professor
1762,18,4,Bakery,professor
1762,29,1,Non Veg,professor
1762,29,1,Non Veg,professor
1435,19,4,Non Veg,engineer
1435,23,1,Veg,engineer
1435,7,4,Drinks,engineer
1435,4,2,Non Veg,engineer
1310,19,2,Non Veg,student
1310,30,1,SeaFood,student
1310,46,1,Veg,student
1310,44,1,Non Veg,student
1310,13,2,Drinks,student
98,19,4,Non Veg,dancer
98,49,3,Non Veg,dancer
98,33,3,SeaFood,dancer
98,13,2,Drinks,dancer
98,18,2,Bakery,dancer
98,35,2,SeaFood,dancer
98,29,3,Non Veg,dancer
98,29,3,Non Veg,dancer
1071,19,1,Non Veg,educator
1071,31,1,Non Veg,educator
216,19,3,Non Veg,architecturer
216,44,2,Non Veg,architecturer
216,13,2,Drinks,architecturer
216,31,3,Non Veg,architecturer
216,35,2,SeaFood,architecturer
216,11,3,Drinks,architecturer
1214,19,2,Non Veg,doctor
1214,9,4,Drinks,doctor
1214,3,2,Non Veg,doctor
1214,10,2,Drinks,doctor
1214,31,2,Non Veg,doctor
1214,11,4,Drinks,doctor
1128,19,3,Non Veg,dancer
1128,47,1,Veg,dancer
1128,24,1,Veg,dancer
1128,45,1,Non Veg,dancer
877,19,1,Non Veg,musician
877,34,4,SeaFood,musician
877,45,1,Non Veg,musician
877,11,3,Drinks,musician
1451,19,3,Non Veg,educator
1451,28,4,Drinks,educator
1451,23,2,Veg,educator
1451,24,4,Veg,educator
1451,32,4,SeaFood,educator
1451,8,1,Drinks,educator
1451,35,2,SeaFood,educator
1242,19,4,Non Veg,professor
1242,9,1,Drinks,professor
1242,3,3,Non Veg,professor
1242,34,4,SeaFood,professor
1242,36,1,SeaFood,professor
1242,35,1,SeaFood,professor
1242,29,3,Non Veg,professor
1212,19,4,Non Veg,professor
1212,44,4,Non Veg,professor
1212,41,3,Veg,professor
1212,13,3,Drinks,professor
863,19,3,Non Veg,scientist
863,30,3,SeaFood,scientist
863,43,1,Veg,scientist
863,23,4,Veg,scientist
863,13,1,Drinks,scientist
863,8,3,Drinks,scientist
1957,19,3,Non Veg,musician
1957,38,1,Non Veg,musician
1957,38,3,Non Veg,musician
1957,43,4,Veg,musician
1957,23,2,Veg,musician
1754,19,2,Non Veg,doctor
1754,28,4,Drinks,doctor
1754,37,3,Veg,doctor
1754,20,1,Veg,doctor
1754,44,3,Non Veg,doctor
1754,13,4,Drinks,doctor
1754,8,4,Drinks,doctor
1444,19,2,Non Veg,doctor
1444,15,2,Drinks,doctor
126,19,1,Non Veg,architecturer
126,14,1,Drinks,architecturer
126,37,4,Veg,architecturer
126,8,2,Drinks,architecturer
126,11,2,Drinks,architecturer
1497,19,4,Non Veg,musician
1497,43,1,Veg,musician
575,19,4,Non Veg,engineer
575,9,4,Drinks,engineer
575,12,4,Drinks,engineer
575,15,1,Drinks,engineer
575,15,4,Drinks,engineer
575,41,3,Veg,engineer
570,19,2,Non Veg,student
570,42,2,Non Veg,student
570,30,4,SeaFood,student
570,10,1,Drinks,student
570,24,2,Veg,student
570,45,3,Non Veg,student
570,29,2,Non Veg,student
1248,17,4,Bakery,dancer
1248,17,1,Bakery,dancer
1248,3,4,Non Veg,dancer
1248,34,3,SeaFood,dancer
1248,43,2,Veg,dancer
1248,7,4,Drinks,dancer
1248,5,4,Non Veg,dancer
1248,13,4,Drinks,dancer
1248,36,4,SeaFood,dancer
1069,17,2,Bakery,sportsperson
1069,37,2,Veg,sportsperson
1069,20,4,Veg,sportsperson
32,17,3,Bakery,professor
32,9,2,Drinks,professor
32,43,1,Veg,professor
32,28,1,Drinks,professor
32,23,3,Veg,professor
32,12,3,Drinks,professor
32,12,3,Drinks,professor
1890,17,4,Bakery,student
1890,17,2,Bakery,student
1890,42,4,Non Veg,student
1890,38,1,Non Veg,student
1890,4,2,Non Veg,student
1890,40,3,Veg,student
253,17,2,Bakery,scientist
253,38,2,Non Veg,scientist
253,7,1,Drinks,scientist
253,45,3,Non Veg,scientist
253,13,1,Drinks,scientist
253,26,2,Drinks,scientist
1303,17,1,Bakery,scientist
1303,12,4,Drinks,scientist
1303,4,3,Non Veg,scientist
1303,29,4,Non Veg,scientist
250,17,2,Bakery,student
250,21,2,Veg,student
250,33,2,SeaFood,student
250,13,1,Drinks,student
250,31,3,Non Veg,student
250,18,4,Bakery,student
1732,17,1,Bakery,professor
1732,17,4,Bakery,professor
1732,38,4,Non Veg,professor
1732,26,3,Drinks,professor
1781,17,2,Bakery,educator
1781,3,1,Non Veg,educator
1781,14,1,Drinks,educator
1781,48,1,Bakery,educator
1781,2,3,Non Veg,educator
1781,30,3,SeaFood,educator
1781,11,1,Drinks,educator
599,17,1,Bakery,sportsperson
599,9,3,Drinks,sportsperson
599,23,1,Veg,sportsperson
599,46,1,Veg,sportsperson
599,44,1,Non Veg,sportsperson
1243,17,1,Bakery,scientist
1243,3,1,Non Veg,scientist
1243,30,4,SeaFood,scientist
1243,37,3,Veg,scientist
1243,12,1,Drinks,scientist
1243,24,4,Veg,scientist
1243,15,3,Drinks,scientist
1243,31,2,Non Veg,scientist
1145,17,1,Bakery,engineer
1145,14,4,Drinks,engineer
1145,28,4,Drinks,engineer
1145,23,4,Veg,engineer
1145,32,3,SeaFood,engineer
1145,15,3,Drinks,engineer
1145,41,4,Veg,engineer
1145,18,1,Bakery,engineer
1145,18,1,Bakery,engineer
946,17,4,Bakery,architecturer
946,14,2,Drinks,architecturer
946,28,1,Drinks,architecturer
946,4,4,Non Veg,architecturer
946,41,2,Veg,architecturer
334,17,4,Bakery,doctor
334,9,3,Drinks,doctor
334,41,3,Veg,doctor
334,1,4,EggFood,doctor
1433,17,2,Bakery,scientist
1433,15,2,Drinks,scientist
1433,29,4,Non Veg,scientist
1913,17,4,Bakery,scientist
1913,28,3,Drinks,scientist
1913,23,2,Veg,scientist
1913,5,3,Non Veg,scientist
1913,45,1,Non Veg,scientist
1913,40,2,Veg,scientist
1913,31,1,Non Veg,scientist
1841,17,2,Bakery,educator
1841,37,1,Veg,educator
1841,33,4,SeaFood,educator
1841,26,4,Drinks,educator
1453,17,3,Bakery,scientist
1453,47,1,Veg,scientist
1453,47,3,Veg,scientist
1453,2,3,Non Veg,scientist
1453,24,1,Veg,scientist
1453,46,4,Veg,scientist
1453,40,4,Veg,scientist
1453,36,3,SeaFood,scientist
144,17,4,Bakery,doctor
144,44,4,Non Veg,doctor
144,45,1,Non Veg,doctor
937,17,4,Bakery,musician
937,42,3,Non Veg,musician
937,30,3,SeaFood,musician
937,15,1,Drinks,musician
937,40,2,Veg,musician
340,17,4,Bakery,student
340,8,2,Drinks,student
355,17,4,Bakery,engineer
355,47,1,Veg,engineer
355,9,1,Drinks,engineer
355,3,3,Non Veg,engineer
355,3,4,Non Veg,engineer
355,4,3,Non Veg,engineer
355,13,1,Drinks,engineer
355,11,2,Drinks,engineer
1738,17,3,Bakery,dancer
1738,43,2,Veg,dancer
1738,20,3,Veg,dancer
193,17,4,Bakery,scientist
193,17,4,Bakery,scientist
193,3,2,Non Veg,scientist
193,23,3,Veg,scientist
1946,17,2,Bakery,architecturer
1946,42,1,Non Veg,architecturer
1946,34,3,SeaFood,architecturer
1946,34,3,SeaFood,architecturer
1946,30,4,SeaFood,architecturer
1946,43,1,Veg,architecturer
1946,4,4,Non Veg,architecturer
1946,33,2,SeaFood,architecturer
1946,26,2,Drinks,architecturer
1947,17,2,Bakery,musician
1947,14,3,Drinks,musician
1947,23,2,Veg,musician
1947,37,4,Veg,musician
1947,5,4,Non Veg,musician
1947,45,2,Non Veg,musician
1947,36,2,SeaFood,musician
497,17,4,Bakery,musician
497,34,1,SeaFood,musician
497,2,2,Non Veg,musician
497,4,3,Non Veg,musician
497,24,4,Veg,musician
497,1,3,EggFood,musician
497,26,2,Drinks,musician
941,17,3,Bakery,educator
941,37,2,Veg,educator
941,15,4,Drinks,educator
941,15,3,Drinks,educator
941,45,4,Non Veg,educator
941,45,2,Non Veg,educator
941,45,1,Non Veg,educator
941,40,4,Veg,educator
941,13,1,Drinks,educator
1531,17,3,Bakery,educator
1531,31,2,Non Veg,educator
1531,29,3,Non Veg,educator
1083,17,2,Bakery,scientist
1083,3,4,Non Veg,scientist
1083,44,4,Non Veg,scientist
1083,40,1,Veg,scientist
1083,36,4,SeaFood,scientist
1083,36,2,SeaFood,scientist
1291,17,2,Bakery,educator
1291,9,4,Drinks,educator
1291,42,3,Non Veg,educator
1291,12,2,Drinks,educator
1291,32,1,SeaFood,educator
1291,13,4,Drinks,educator
1291,36,4,SeaFood,educator
1291,8,2,Drinks,educator
1291,1,3,EggFood,educator
265,17,2,Bakery,engineer
265,2,1,Non Veg,engineer
1880,17,4,Bakery,student
1880,2,4,Non Veg,student
1880,43,1,Veg,student
1880,28,3,Drinks,student
1880,24,3,Veg,student
381,17,2,Bakery,educator
381,38,2,Non Veg,educator
381,38,4,Non Veg,educator
381,24,4,Veg,educator
381,5,4,Non Veg,educator
1886,17,4,Bakery,architecturer
1886,3,1,Non Veg,architecturer
1886,37,2,Veg,architecturer
1886,49,3,Non Veg,architecturer
1886,44,4,Non Veg,architecturer
1886,40,2,Veg,architecturer
1886,35,2,SeaFood,architecturer
1113,17,2,Bakery,scientist
1113,24,4,Veg,scientist
1113,46,1,Veg,scientist
1113,46,1,Veg,scientist
1113,11,2,Drinks,scientist
860,17,2,Bakery,student
860,2,2,Non Veg,student
860,23,4,Veg,student
